Team,TotalPoints,Racers,Races
XIII,218535.46846821575,16,1679
TYZ,215859.47218512045,25,1810
SG1MAS,186255.49084714495,28,1396
XBTP,172181.89846409854,2,1156
TGNM,164884.05194519798,11,1225
UNSCF,162645.40667561357,14,1267
170MPH,157567.632023525,29,1412
FRLB,155745.64841334027,3,1059
BMW,153278.35455048905,4,1161
792231,147965.63428837605,2,1022
YE1LOW,106155.49518788754,4,768
M1NE,86306.15390341858,6,753
SPRINT,85651.8314661128,9,635
GLZ,80786.86494674407,16,657
HAC33R,80554.80414275013,8,748
FORKS,74495.14629159456,9,584
NT20,66948.40955506617,2,626
XS9,31983.71090676445,1,275
WERTQY,30390.42910212448,2,195
EMZ,30145.595321486173,7,231
KNTT,23006.648698394885,10,202
NT,22483.77843448458,8,160
CYCV,10595.799774875308,2,75
IQ200,4617.87673765252,2,51
YADLRS,3433.1907493997214,1,24
CS,1879.075091724419,1,13
2S,1655.5235913879983,0,12
VFU,768.4828240652876,0,6
LDZ,606.0831485587584,1,4
F1ERCE,134.28571428571428,1,1
PTB,0.0,0,0
AV,0.0,0,0
NTA3,0.0,0,0
NTA,0.0,0,0
