Team,TotalPoints,Racers,Races
B4HL,753514.5016721275,5,5223
ON,751330.3547199405,10,6319
HONT,749630.1701651114,25,5164
GENRAC,748794.6641952298,33,6300
SEDYKO,747337.1864810332,18,6948
M4NTA,742421.7401177834,32,5761
HDIK96,736197.0546596809,19,6243
VS,726436.3183380886,23,4973
AURA80,704975.4161299568,49,6654
OER,701973.1869016963,32,5309
SSME,699141.3204976275,18,5664
CATPLT,672206.0718540702,38,5343
HZE,657912.0123929406,23,4832
EMPERR,655654.4013015815,9,4592
IBM,648350.6731828123,14,4319
KAPOK,633867.381273488,34,5181
GSGMWO,600865.7930342443,34,4913
RIV4L,576658.5467905307,17,4016
TDTY,565642.7933914214,7,4388
DAGRUP,557505.3961673495,37,5232
NTT,546637.9504587717,24,4303
NTA4,541151.2102804945,2,3701
TOTUF7,517723.6057759141,28,4369
BR34K,504332.21243754803,3,3399
GODM,495273.66367231985,11,3738
VLN,488740.04559660953,26,4018
NI1TRO,488210.7559106395,27,3481
PIRC,485953.3166700005,17,3378
TALK,473168.4992172534,27,3213
FG4,430503.88511450094,27,3948
WAMDOO,430040.20984610874,25,3766
TMW,409350.03038782964,19,3465
THEIBD,402209.38411007094,1,2817
JEDI1,395111.6963613636,5,2927
TYZ,385401.7879407658,43,3211
LOFH,384830.10707549384,11,2747
VTI,378618.60589074454,28,3098
NTRS34,375119.27194164495,22,3276
GOATOG,370548.21780754277,25,3159
BEES,359894.4070213543,3,2334
LEDIHH,353129.0184656766,15,2737
LE9ND,333952.28357868805,6,2825
SHIBA,328066.25223396835,5,2224
EXOTIC,326203.73185794265,6,2628
XBTP,315098.63344817766,2,2106
XIII,314213.1962891404,18,2410
IMT,304507.1152804823,8,2259
UNSCF,288823.1387955148,19,2120
NTM,288331.1720424776,24,1922
BAR0NS,281367.0587484082,6,2013
201030,276620.23578037915,33,2559
DTR,275419.275011217,4,1854
SER,254915.33322383117,18,1893
KR0W,237130.40108283926,11,1723
DOG,236155.56155529563,13,1648
SG1MAS,224817.9342042577,30,1688
PAWS,205114.23340636233,9,1429
TEZLA,181982.63009525146,4,1272
TGNM,180475.82773439115,1,1354
FRLB,169628.56695745955,3,1153
170MPH,161428.85986671667,31,1447
BMW,154764.63262797755,5,1172
792231,147965.63428837605,2,1022
EXCEDE,140153.24593782265,8,993
FZH,135857.92673824955,6,1016
YE1LOW,125069.76389790614,6,911
DYZ,106234.4931291662,13,819
VRSN,104419.91302436564,4,945
HAC33R,98125.87861425472,9,921
SPRINT,95875.77173654854,10,720
GLZ,95485.9355047967,13,803
DOGEE,94218.07930883845,10,841
M1NE,92119.8000010678,6,803
FORKS,90338.1395577398,8,717
NTWA,87923.55558671246,2,625
AGNCY,79300.0445636424,4,534
DIRTH,70306.94127782156,7,515
M0AN,68463.61921052155,14,538
NT20,66948.40955506617,2,626
DSNT,52106.67102989994,11,373
DANCE2,48643.49591086106,10,273
GZRS,47754.28358404013,6,358
XS9,36765.29645296751,1,316
EMZ,35121.447815142594,8,271
CR0WN5,34787.62118783359,9,266
EOP,29418.189958034916,7,225
EL1TE,26167.39798143472,5,175
KNTT,23006.648698394885,10,202
NT,22634.998692556837,8,161
GRZ,20426.546342602815,2,153
NTGX,19049.327141731395,1,158
OWLS99,18713.790916616774,2,140
4J,17456.283840875876,7,129
CYCV,17006.896104713334,2,124
100DEV,11831.819238651033,2,83
PALICE,10580.30102308687,4,82
F1ERCE,9862.2890072317,2,79
QWST,9411.060951382397,2,70
FIAMES,8813.311545104292,8,64
SNOOPY,8523.029523886493,1,66
WUPS,7970.44693923399,2,65
LZNT,7733.3942940356565,1,61
IQ200,6714.395472014007,3,76
YADLRS,4868.371368373798,1,34
F1F2F3,3312.474590988141,1,19
DYN,3305.2137320044303,6,24
LERS,2654.1002507044263,2,17
NWH,2599.4224083568574,1,19
CS,1879.075091724419,1,13
2S,1655.5235913879983,0,12
VFU,884.9001496316758,1,7
LR7,781.279926756695,3,6
PTB,158.9201244813278,1,1
VKS,0.0,1,0
AV,0.0,0,0
NTA3,0.0,0,0
NTA,0.0,0,0
EG,0.0,1,0
I9,0.0,0,0
