Team,TotalPoints,Racers,Races
NTP444,3322879.2476276923,48,27190
NHS,3304200.9827504493,48,25828
MEYBO,3303040.013326106,25,23561
MMM0,3273232.020063289,18,19150
T3X5,3245716.895445418,14,22936
190IQ,3242088.1610256177,5,23159
RL,3183502.6059500207,11,23247
NS7,3164090.266596946,47,23343
A3,3076772.913769108,28,22492
HFE,2916956.260217845,20,19613
F0J,2907539.7927007326,37,21392
HYP3Z,2893893.1456923056,45,23846
CAT4,2882483.9895165744,44,24466
SAIL,2841550.4601385617,39,22596
FAM3,2832448.04482549,33,22168
T0WER,2733906.091763586,40,18233
HELIUM,2724621.9542291914,46,22839
ZSH,2718831.074770066,40,22385
XLUVX,2710263.5048626135,42,21562
AL3,2693683.325876041,29,20371
50I,2669626.7060574503,26,19402
1STRED,2550248.317224692,42,20131
BRAVE,2510730.149436637,40,18997
TWO,2483741.5937303375,33,17534
C0NQUE,2472930.5889169443,33,18046
FERAL,2470487.545599824,42,18465
P20W,2351848.2824209896,48,16804
BEGO0D,2278543.83843083,49,17201
OVCR,2256187.00202356,20,19475
RL1,2247050.503917278,40,16300
EXTRME,2203939.5249875076,37,14711
VTU,2201696.656443903,42,15536
4EP,2100449.5719927456,39,16143
NGREEN,2085763.0827394987,39,16669
LE4GUE,2068667.0935179826,43,16527
RVNT,2008346.635055343,17,16870
GLXM,1998113.8096225548,6,13410
DDFR,1925176.9433178864,31,12525
SSNAKS,1898318.0881998872,49,15899
DUCCK,1880297.4131399503,46,14494
911000,1869197.041279306,36,15227
XMVP,1865767.6514400651,43,14869
ASPN,1839849.1033401552,37,15220
BPR,1816369.709781695,37,13403
R1F,1790813.8196872938,14,11971
LTC,1779490.3078566482,22,11432
TRUST,1769904.804955216,24,13476
ALFJ,1760156.5710582002,43,14286
ZER0SE,1751824.5372584416,48,12922
SZM,1666891.207402511,47,14432
H0LY,1640623.0511024771,31,12177
TNGN,1632441.5311315346,43,11517
B0MBA,1627794.8602209007,32,11618
ESTER,1617232.5258462857,31,12015
FS1,1591879.1246515347,43,11619
PRETZE,1542209.6735949784,26,12194
SNTL,1529339.0459040564,30,10728
D4RKER,1440665.619193797,30,10349
BAYLOR,1407233.284189883,31,12364
FTINT,1405432.3033748157,31,9149
QX,1382354.5926725809,34,11610
ST0RM,1328653.5846841768,11,9718
WTRMN,1325684.9000462827,35,9616
DRICE,1289053.9805388965,48,11200
FVRSMR,1280181.79416336,44,10627
SEMI,1203945.7588483742,46,9572
AL0N3D,1199912.3806639004,40,9126
SWF,1194533.9875320552,22,8410
LSH,1186994.9857197453,34,9695
KBSM,1164718.5608471192,40,8656
WBMS12,1164241.8345758643,40,10174
SK4P,1163496.5889189919,17,9376
FERARI,1156208.359108483,35,9855
3X0T15,1143160.417212247,34,7519
DUAL,1109824.6105019983,25,8041
MED13L,1089486.2269856702,34,7547
TOPGOD,1083482.1136172093,21,7880
1BESTW,1035660.2408891947,30,7712
REB3LS,997111.258021056,27,8076
NTW,989050.2690589413,44,9788
DOGGIS,983173.7426636197,25,8268
BRICS,956003.3550842627,41,9242
FOX109,939211.0975063251,27,6809
DCPTCN,936463.0336977412,14,7653
WPJR,936150.8331916657,4,5234
SPDLM,920152.4658087831,40,7333
VXL,919921.9063247888,6,6745
SBD2,911635.6596987948,2,5700
PAND96,890821.672097418,23,6830
EMPERR,867610.2085344155,9,6071
W2V,866138.3955173377,22,6555
GENRAC,863099.0595924346,36,7282
PIGFLY,856088.342952266,35,6404
UNREST,854999.648999108,25,6197
B4HL,848879.0380782833,7,5880
DB35T,810949.7574033651,40,6417
OER,801953.3518350339,28,6037
HONT,781005.0362565485,25,5386
M4NTA,777559.9797878483,30,6043
ON,768282.4519813585,10,6476
HDIK96,761805.4434481704,16,6456
VS,754238.5233362826,23,5173
SEDYKO,748956.09829092,18,6964
CATPLT,744473.6532314639,39,5796
SSME,738574.177092867,18,5975
AURA80,729840.6839277307,49,6882
IBM,684705.6248564383,13,4566
HZE,673439.5226212835,25,4951
KAPOK,673017.9331605177,34,5517
GSGMWO,664511.881963944,38,5430
NBX,646537.2991279236,4,4555
NTT,612459.9242258492,25,4862
BR34K,612148.913266902,3,4054
TDTY,598539.3546357356,7,4677
RIV4L,587446.3583934729,18,4091
DAGRUP,579087.9452659023,36,5436
GODM,578396.8718443145,14,4370
PIRC,566993.462849239,19,3997
NI1TRO,550381.2075828892,28,3922
NTA4,548014.2871424904,2,3751
TALK,500545.1635043547,26,3425
UNSCF,500200.67188509303,22,3309
TMW,497263.8228141915,22,4186
TYZ,495160.292073953,41,4121
VLN,492478.06372109207,26,4048
FG4,458259.92031369713,25,4203
WAMDOO,453788.55327111046,26,3968
NTRS34,404665.0002832659,19,3516
LOFH,399154.1497761872,11,2845
VTI,397209.3067724116,28,3254
JEDI1,395242.2733682381,5,2928
BEES,389514.92562201485,3,2521
GOATOG,372396.5748599851,25,3176
LEDIHH,371878.67738019413,15,2882
XBTP,358801.87874677253,2,2383
LE9ND,358250.2707882584,4,3022
IMT,345777.0852051105,10,2547
DOG,338639.8544811162,14,2360
EXOTIC,331671.14833076065,7,2672
EXCEDE,328923.6358870997,9,2199
SHIBA,328066.25223396835,5,2224
XIII,323262.5010739588,18,2479
NTM,316872.74646770523,23,2116
ENTE,310423.23490631883,8,2006
201030,295182.30346804025,34,2740
DTR,286103.2643025161,4,1919
BAR0NS,281708.9569344429,6,2016
SER,256575.53014486647,17,1905
SG1MAS,240914.35912003592,31,1810
KR0W,239878.45863764218,11,1743
NTWA,236652.79383792478,6,1657
PAWS,235145.08306604577,9,1637
TEZLA,183159.67856274574,4,1282
TGNM,180475.82773439115,1,1354
FRLB,173611.22580634986,3,1180
170MPH,169163.14299034755,31,1515
BMW,154764.63262797755,4,1172
792231,150514.56572999049,2,1041
YE1LOW,137631.88925270634,6,1008
FZH,135979.65573145644,6,1017
FORKS,122317.67094505388,4,940
DOGEE,115197.04442475022,11,1030
DYZ,109580.93318369592,13,842
VRSN,104419.91302436564,3,945
SPRINT,100223.36194733642,10,756
HAC33R,98947.2291089912,9,929
GLZ,97267.92404006844,11,822
M1NE,94777.72268495437,6,827
AGNCY,79300.0445636424,4,534
DIRTH,78627.90727204166,7,578
M0AN,71149.31042023763,14,560
NT20,66948.40955506617,2,626
DSNT,55175.42507051473,12,394
DANCE2,55165.85877120943,12,308
GZRS,48068.137810150554,6,360
EMZ,40533.25109996768,10,315
CR0WN5,39501.42256619316,10,302
XS9,36765.29645296751,1,316
EL1TE,30465.563173675444,6,204
EOP,30412.23402949617,7,233
4J,28871.89083887344,9,216
KNTT,23006.648698394885,10,202
NT,22904.43259921492,8,163
GRZ,22554.844073917215,2,170
OWLS99,21000.389650019988,2,157
NTGX,19049.327141731395,1,158
100DEV,18615.342764139343,2,130
PALICE,11347.027427342331,4,87
LZNT,10385.253204309705,2,82
F1ERCE,9862.2890072317,2,79
QWST,9636.736568299677,2,72
FIAMES,8813.311545104292,8,64
SNOOPY,8523.029523886493,1,66
WUPS,7970.44693923399,2,65
IQ200,7620.563287500572,3,85
YADLRS,4868.371368373798,1,34
DYN,4356.812211633353,6,33
LERS,2654.1002507044263,2,17
NWH,2599.4224083568574,1,19
CS,1879.075091724419,1,13
2S,1655.5235913879983,0,12
VFU,1016.3465007702894,1,8
LR7,781.279926756695,3,6
NTY,649.8426522052735,1,6
PTB,158.9201244813278,1,1
ECS,0.0,1,0
NTA,0.0,0,0
AV,0.0,0,0
VKS,0.0,1,0
NTA3,0.0,0,0
EG,0.0,1,0
I9,0.0,0,0
