Team,TotalPoints,Racers,Races
BE3ST1,1987086.5374759,45,16326
P20W,1980508.1899152242,49,14137
CAT4,1952503.7989556512,43,16732
GLXM,1936420.9425009633,8,12985
EXTRME,1893557.5506304181,39,12396
RL,1858979.118777718,22,13489
RVNT,1809797.606679661,20,15202
4EP,1783747.5919907033,43,13337
DDFR,1737849.2875941333,28,11181
BKYS,1735372.96246014,30,12878
LE4GUE,1710601.1437496834,45,13587
911000,1693381.3326168412,34,13831
LTC,1676055.2708161431,26,10611
BEGO0D,1623430.6920250638,47,12037
ASPN,1613318.6676957947,41,13306
SSNAKS,1597754.3707227176,39,13328
BPR,1570119.3459916546,29,11454
NGREEN,1557560.0826855293,39,12670
TRUST,1548098.2287928,21,11910
TNGN,1502522.5696256813,42,10545
B0MBA,1500519.2257805776,37,10525
SZM,1485671.052179482,45,12837
XWX,1470549.2755022214,45,12004
XMVP,1460860.1743617905,30,11646
RL1,1447047.5959937624,40,10484
DUCCK,1439177.7851066368,46,11099
VTU,1430513.6420220947,15,10035
ZEEK,1406888.4015181952,25,10477
ZER0SE,1375005.8174470388,43,10068
ALFJ,1374433.7150413555,46,11051
ESTER,1332454.5689967752,24,9904
H0LY,1305540.1091644824,33,9723
SNTL,1292831.807598782,27,9086
FS1,1284394.6571523596,42,9365
ST0RM,1269415.6271357795,16,9262
FTINT,1265600.0191615124,31,8144
QX,1252661.3311153993,34,10582
PRETZE,1244675.0396188202,33,9831
D4RKER,1221998.621293904,29,8762
WTRMN,1171389.6636129515,32,8516
DRICE,1127162.3658563003,46,9816
3X0T15,1089984.056861557,33,7099
AL0N3D,1074291.1664382229,40,8172
FVRSMR,1071001.533646676,36,8848
SK4P,1069125.303678023,15,8554
SEMI,1052812.7705101848,47,8337
LSH,1027696.8417755049,35,8370
FERARI,1001465.5156779275,38,8535
BAYLOR,984527.2013730737,30,8647
KBSM,980338.7738642804,36,7291
SWF,976580.4543676947,21,6882
FUZHOU,964588.5814460176,37,7171
WPJR,936150.8331916657,4,5234
WBMS12,922212.1994647813,39,8070
DCPTCN,919793.2568509292,22,7516
SBD2,911635.6596987948,2,5700
MED13L,901611.8281992853,34,6228
1BESTW,886803.8491594371,30,6577
VXL,881950.2533804578,5,6431
DUAL,862065.4947593358,25,6260
REB3LS,851242.9586207536,26,6874
SPDLM,830527.771620722,41,6667
FOX109,800996.9664772206,27,5797
W2V,798169.4042143202,20,6055
DOGGIS,797495.9588542915,38,6697
NTW,794193.5407585523,44,7899
PIGFLY,790979.4540203987,35,5898
DB35T,736476.8896944885,37,5797
SEDYKO,732907.2743821937,19,6802
UNREST,713663.6653645163,23,5196
HONT,707376.9710452516,22,4864
ON,695208.9612435361,15,5810
VS,690809.101089044,23,4706
B4HL,671636.5208534737,5,4668
HFCASH,658403.0073843987,8,5392
AURA80,653903.803529029,48,6192
HDIK96,643684.7188015701,18,5474
M4NTA,642641.8576043114,30,4970
BRICS,641361.7184199033,39,6109
HZE,633070.391106396,23,4638
PR2WX,624900.9901513549,32,5752
GENRAC,624058.906055205,27,5244
CATPLT,610084.7781366428,39,4869
OER,598260.0932340949,29,4497
KAPOK,591821.5634595099,34,4832
IBM,585578.0454720024,11,3907
PAND96,582206.2229874218,12,4322
SSME,564059.3718693166,18,4625
ENMP,545686.2434833845,8,3693
NTA4,534932.0196917248,2,3654
FLAGZ,533582.4240667433,21,4460
DAGRUP,525633.7554837387,36,4926
EMPERR,520389.7726364379,10,3589
GSGMWO,514628.8241164462,38,4169
TDTY,512833.6573277149,5,3961
RIV4L,509124.71922586067,19,3602
NTT,490098.18646446144,22,3822
VLN,482144.8346733804,28,3966
TOTUF7,476135.54981766973,29,4009
PIRC,460186.35409233184,16,3171
NI1TRO,431798.0299119838,25,3070
GODM,429337.62212016457,11,3245
FG4,414501.4595114825,27,3800
TALK,409033.3948881654,23,2745
WAMDOO,397389.196783621,23,3479
JEDI1,385421.0422172135,6,2855
NWH,379550.5081541219,9,2900
ULZ,360671.5952652288,36,3005
LOFH,356331.86974539445,10,2527
VTI,341140.22145890584,27,2781
GOATOG,341092.04658391787,26,2899
NTRS34,328320.07705427334,23,2860
SHIBA,327962.6620682696,5,2223
TMW,316807.3700806007,15,2682
LEDIHH,310109.25858651084,15,2407
BR34K,303308.7442628614,3,2156
LE9ND,298968.93089975923,8,2531
BEES,287057.57018055406,3,1864
SPRIT3,285364.47352779674,16,2214
EXOTIC,283923.4295615072,8,2287
BAR0NS,281000.5256411142,5,2010
XIII,273423.75624348567,17,2099
TYZ,273325.48029329994,29,2284
DTR,270852.88301918714,4,1828
NTM,262080.05688520474,23,1739
IMT,257535.15104219734,7,1917
201030,254065.00251188167,31,2334
SER,249329.65420022007,16,1852
KR0W,228570.5931322329,10,1659
XBTP,219178.4887287573,2,1473
UNSCF,205508.31415686788,16,1566
SG1MAS,189460.21354462559,28,1422
PAWS,183940.61670848686,9,1279
TEZLA,180791.69224869137,3,1262
TGNM,165956.0364859245,11,1234
FRLB,159059.45577129445,3,1081
170MPH,158459.25676087628,29,1420
BMW,154099.65321535623,4,1167
792231,147965.63428837605,2,1022
FZH,135527.7342618785,6,1013
DOG,128813.12331174125,13,904
YE1LOW,107287.67528702266,4,776
VRSN,98885.56085304142,4,892
DYZ,95635.44932364905,11,731
EXCEDE,92336.55760087477,5,656
M1NE,91204.26408235522,6,795
SPRINT,91092.71882820813,10,682
J2W,90974.36390567373,2,738
GLZ,86231.28277978337,15,710
FORKS,84839.45992189173,8,666
HAC33R,84088.88923866987,8,785
AGNCY,79300.0445636424,4,534
DOGEE,78657.42753102879,11,705
DIRTH,68256.86997751995,7,500
NT20,66948.40955506617,2,626
NTWA,62399.98304398718,1,445
M0AN,56832.50492766678,12,444
DSNT,49742.53257581786,9,354
GZRS,45588.720200975,6,345
WERTQY,41263.03580513872,3,261
DANCE2,40996.01888181808,10,232
CR1,37954.465156754755,2,259
EMZ,33451.600438988666,8,257
XS9,33377.01864276884,1,287
DASDAE,27418.70606312313,3,194
EOP,27272.624174441273,7,208
CR0WN5,27189.438004254556,5,206
EL1TE,23384.598779440716,4,158
KNTT,23006.648698394885,10,202
NT,22483.77843448458,8,160
GRZ,20426.546342602815,2,153
NTGX,19049.327141731395,1,158
OWLS99,17233.160595640376,2,129
CYCV,17006.896104713334,2,124
4J,12300.780701521922,4,90
100DEV,11408.033034040487,1,80
PALICE,10580.30102308687,4,82
F1ERCE,8865.935259372287,3,71
FIAMES,8534.431289235461,8,62
SNOOPY,8523.029523886493,1,66
WUPS,7970.44693923399,2,65
QWST,6072.474227676598,2,45
IQ200,5878.355904497703,2,66
YADLRS,3433.1907493997214,1,24
LERS,2654.1002507044263,2,17
DYN,2304.180284245573,5,16
CS,1879.075091724419,1,13
2S,1655.5235913879983,0,12
VFU,768.4828240652876,0,6
F1F2F3,638.945054945055,1,4
LR7,373.85584169402193,3,3
AV,0.0,0,0
PTB,0.0,0,0
NTA3,0.0,0,0
NTA,0.0,0,0
EG,0.0,1,0
I9,0.0,0,0
