Team,TotalPoints,Racers,Races
TGNM,164884.05194519798,11,1225
FRLB,159059.45577129445,3,1081
170MPH,158459.25676087628,29,1420
BMW,154099.65321535623,4,1167
792231,147965.63428837605,2,1022
FZH,135527.7342618785,6,1013
YE1LOW,107287.67528702266,4,776
DOG,107252.97376557699,13,754
VRSN,98885.56085304142,4,892
DYZ,95635.44932364905,11,731
EXCEDE,92193.35791184539,5,655
M1NE,91204.26408235522,6,795
SPRINT,91092.71882820813,10,682
GLZ,86231.28277978337,15,710
FORKS,84839.45992189173,8,666
HAC33R,84088.88923866987,8,785
AGNCY,79300.0445636424,4,534
DOGEE,78657.42753102879,11,705
J2W,75807.98706800745,4,618
NT20,66948.40955506617,2,626
DIRTH,66355.50588520839,7,486
NTWA,62399.98304398718,1,445
M0AN,56832.50492766678,12,444
DSNT,49742.53257581786,9,354
WERTQY,41263.03580513872,3,261
DANCE2,40996.01888181808,10,232
GZRS,40671.105387537165,6,315
CR1,34851.318491024205,2,238
XS9,33377.01864276884,1,287
EMZ,31618.67023585165,7,243
EOP,27272.624174441273,7,208
CR0WN5,23942.404614616888,5,178
EL1TE,23384.598779440716,4,158
KNTT,23006.648698394885,10,202
NT,22483.77843448458,8,160
GRZ,20426.546342602815,2,153
NTGX,19049.327141731395,1,158
OWLS99,17233.160595640376,2,129
CYCV,17006.896104713334,2,124
4J,12300.780701521922,4,90
100DEV,11408.033034040487,1,80
PALICE,10580.30102308687,4,82
F1ERCE,8865.935259372287,4,71
FIAMES,8534.431289235461,8,62
SNOOPY,8523.029523886493,1,66
WUPS,7970.44693923399,2,65
QWST,6072.474227676598,2,45
IQ200,5878.355904497703,2,66
YADLRS,3433.1907493997214,1,24
LERS,2654.1002507044263,2,17
DYN,2304.180284245573,5,16
CS,1879.075091724419,1,13
2S,1655.5235913879983,0,12
VFU,768.4828240652876,0,6
F1F2F3,638.945054945055,1,4
LR7,373.85584169402193,3,3
PTB,0.0,0,0
AV,0.0,0,0
NTA3,0.0,0,0
NTA,0.0,0,0
DASDAE,0.0,2,0
EG,0.0,1,0
I9,0.0,0,0
