Team,TotalPoints,Racers,Races
NI1TRO,588239.689925076,29,4192
UNSCF,565816.9072715418,22,3750
IMT,556909.3623873405,10,4012
NTA4,548014.2871424904,2,3751
TALK,540197.157819279,24,3681
FG4,521700.7359723171,27,4780
VLN,504202.51006493246,26,4147
WAMDOO,480399.81783650815,27,4202
NTRS34,471100.92413710814,22,4110
DOG,461283.28555062204,15,3218
VTI,440631.013896748,28,3616
LOFH,412442.6788677052,11,2939
LEDIHH,402290.0677733634,16,3113
BEES,401150.39169301855,3,2591
JEDI1,396469.6789169488,5,2938
XBTP,392475.24806466344,1,2595
GOATOG,384065.86207847664,25,3276
EMP1R3,370653.0099329134,38,3358
EXOTIC,369492.8906821245,7,2976
LE9ND,365141.6119520851,5,3072
NTM,358861.30123074085,25,2406
PAWS,348964.12935571396,9,2407
XIII,335813.92131464166,18,2572
SHIBA,328066.25223396835,5,2224
201030,327922.9062234546,34,3054
DBP,319161.17744939186,4,2336
DTR,286103.2643025161,4,1919
BAR0NS,281708.9569344429,6,2016
SER,271763.2882270252,17,2031
NTWA,270162.36064351234,6,1892
SG1MAS,250035.8587327451,33,1880
KR0W,240693.55721883496,12,1749
DRSQ,235316.27736961568,19,2209
DOGEE,219786.62207948847,15,1976
170MPH,189688.48748485526,32,1697
TEZLA,184598.3564876909,4,1294
TGNM,180475.82773439115,1,1354
FRLB,173611.22580634986,3,1180
YE1LOW,163408.67884939222,6,1183
BMW,157291.60885562692,4,1191
792231,150514.56572999049,2,1041
FZH,139560.93249060443,6,1046
DYZ,134350.52690001417,14,1014
FORKS,123699.2834041993,2,951
SPRINT,111965.17773771132,11,847
VRSN,108713.18902187553,3,984
HAC33R,99505.15229143351,9,935
M1NE,98126.8812104868,7,857
GLZ,97660.70142735622,9,825
DIRTH,89764.79096343865,7,661
AGNCY,79300.0445636424,4,534
M0AN,75569.22676909377,14,594
DANCE2,74917.19065730793,12,418
NT20,66948.40955506617,2,626
DSNT,57983.79445707727,13,415
GZRS,55361.29119673941,7,420
EOP,51125.14863880304,9,397
CR0WN5,43197.117786299474,11,329
EMZ,42279.86354334149,10,329
XS9,36878.464690156856,1,317
EL1TE,34506.34302631266,6,231
4J,29382.26642711705,9,220
NT,25318.178200221595,8,181
KNTT,24984.779127024296,10,220
LZNT,23985.097031512913,2,189
GRZ,22697.567119690208,3,171
OWLS99,22360.528953846926,2,167
DYN,20901.54464191601,7,138
NTGX,19049.327141731395,1,158
100DEV,18615.342764139343,2,130
FIAMES,11380.740160290828,11,83
PALICE,11347.027427342331,4,87
F1ERCE,9862.2890072317,2,79
QWST,9636.736568299677,2,72
WUPS,9303.498731912005,3,74
NTY,9077.299562715521,3,85
SNOOPY,8523.029523886493,1,66
IQ200,8256.96727849209,3,92
NWH,7710.7525193732345,1,57
NTBT,6275.4146185189265,4,61
YADLRS,4868.371368373798,1,34
EG,2781.812406942101,1,21
LERS,2654.1002507044263,2,17
CS,1879.075091724419,1,13
2S,1765.0737898678879,0,13
LR7,1054.5,3,8
VFU,1016.3465007702894,0,8
ECS,987.5717334368028,1,7
PTB,158.9201244813278,1,1
ENTE,0.0,1,0
VKS,0.0,2,0
CYCV,0.0,1,0
UFOUFO,0.0,1,0
AV,0.0,0,0
NTA3,0.0,0,0
QC,0.0,1,0
NTA,0.0,0,0
I9,0.0,0,0
